Book Name,Author,Description,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes)
Shantaram,Gregory David Roberts,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",4.5,277.0,1340.0,2,Literature & Fiction (Books),2716.0
"A Parent's Guide to High-Functioning Autism Spectrum Disorder, Second Edition: How to Meet the Challenges and Help Your Child Thrive",Sally Ozonoff,"Many tens of thousands of parents have found the facts they need about high-functioning autism spectrum disorder (ASD), including Asperger's syndrome, in this indispensable guide. Leading experts show how you can work with your child's unique impairments - and harness his or her capabilities. ",4.6,233.0,668.0,3,Child Psychology,582.0
The Charisma Myth: How Anyone Can Master the Art and Science of Personal Magnetism (Int'l Edit.),Olivia Fox Cabane,What if charisma could be taught? ,4.5,970.0,820.0,1,ess Motivation & Self-Improvement,500.0
The Mercies,Kiran Millwood Hargrave,"On Christmas Eve, 1617, the sea around the remote Norwegian island of Vardø is thrown into a reckless storm. As Maren Magnusdatter watches, 40 fishermen, including her father and brother, are lost to the waves, the menfolk of Vardø wiped out in an instant.",4.4,218.5,323.0,539,Contemporary Fiction (Books),665.0
The Closer's Survival Guide - Third Edition,Grant Cardone,Learn to close and you will never be without work or without money! ,4.3,44.0,668.0,1,ess & Economics,333.0
Are We Smart Enough to Know How Smart Animals Are?,Frans de Waal,From world-renowned biologist and primatologist Frans de Waal comes this groundbreaking work on animal intelligence destined to become a classic. ,4.6,447.5,820.0,763,Textbooks & Study Guides,635.0
The Happiest Baby on the Block; Fully Revised and Updated Second Edition: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,Harvey Karp,Never again will you have to stand by helplessly while your little baby cries and cries. There is a way to calm most crying babies...usually in minutes!,4.6,1319.0,668.0,3,Relationships,461.0
Why I Stopped Wearing My Socks,Alok Kejriwal,Winner of the C.K. Prahalad award - Best Business Book of 2019 ,4.7,665.0,668.0,3,Industries,301.0
Focus: Achieving Your Highest Priorities,Stephen R. Covey,"Das Motto dieses Audio-Workshops: Effektivität kommt vor Effizienz. Die Teilnehmer lernen, wie sie in einer gegebenen Zeit das wirklich Wichtige tun, statt sich immer mehr Aufgaben aufzuladen, von denen dann aus Zeitmangel ein Großteil unerledigt bleibt. Das Ergebnis: verbesserte Produktivität durch richtige Planung. ",4.2,15.0,703.0,1,ess & Economics,190.0
Loopholes of Real Estate: Secrets of Successful Real Estate Investing (Rich Dad Advisors),Garrett Sutton,Loopholes of Real Estate is for the first time as well as seasoned investors. It reveals the legal and tax strategies used by the rich for generations to acquire and benefit from real estate investments. The audiobook clearly identifies how these loopholes can be used together to maximize your income and protect your investments.,4.7,241.5,500.0,2,Mortgages,611.0
Conquering Procrastination: How to Stop Stalling and Start Achieving!,Neil F. Fiore Ph.D.,Conquering Procrastination: How to Stop Stalling and Start Achieving has the solutions to defeating procrastination and making time a positive force in your life. ,3.4,4.0,1439.0,1,Personal Development & Self-Help,314.0
"False Alarm: How Climate Change Panic Costs Us Trillions, Hurts the Poor, and Fails to Fix the Planet",Bjorn Lomborg,"The New York Times best-selling ""skeptical environmentalist"" argues that panic over climate change is causing more harm than good ",4.75,88.5,500.0,3,e (Books),498.0
"Energy Healing for Trauma, Stress & Chronic Illness: Uncover & Transform the Subtle Energies that Are Causing Your Greatest Hardships",Cyndi Dale,"Combining insights from mainstream science, psychology, and subtle healing modalities, this book provides a truly holistic approach to recovery. Renowned author and spiritual healer Cyndi Dale shares an impressive array of techniques for resolving challenging energetic and spiritual issues. Trauma and pain caused by environmental, physical, psychological, and spiritual forces can have major effects on every aspect of your life. Join Cyndi as she shows how to align with spirit guides, work with the chakras, locate hidden inner wounds, release other peoples' energies, and much more. You will also discover information related to the vagus nerve, mast cells, epigenetics, psychoneuroimmunology, and transgenerational inheritance so that you will have a deep understanding of the physical processes that are affected by energetic and emotional trauma.",5.0,16.5,703.0,3,Spirituality (Books),611.0
Synchronicity: The Epic Quest to Understand the Quantum Nature of Cause and Effect,Paul Halpern,"From Aristotle's Physics to quantum teleportation, learn about the scientific pursuit of instantaneous connections in this insightful examination of our world.",5.0,1.0,500.0,2,Textbooks & Study Guides,634.0
"This Is How: Proven Aid in Overcoming Shyness, Molestation, Fatness, Spinsterhood, Grief, Disease, Lushery, Decrepitude & More. For Young and Old Alike.",Augusten Burroughs,"From the #1 New York Times bestselling author of Running with Scissors comes a groundbreaking book that explores how to survive the ""un-survivable"" and will challenge your notion of self-help books. ",4.2,452.0,820.0,3,Humour (Books),398.0
This Changes Everything: Capitalism vs the Climate,Naomi Klein,"We seem to have given up on any serious effort to prevent catastrophic climate change. Exposing the work of ideologues on the right who know the challenge this poses to the free market all too well, Naomi Klein also challenges the failing strategies of environmental groups. It's time to stop running from the full implications of the crisis and begin to embrace them.",4.6,1412.5,1192.0,3,Climate Change,1313.0
The Ultimate Law of Attraction Library,Dr. Joe Vitale,"Don't just attract some of what you want... attract it all! The ultimate ""attraction arsenal"" from Master Teacher Joe Vitale! In this collection, world-renowned teacher and bestselling Nightingale-Conant author Joe Vitale opens his complete ""attraction arsenal"" to you. Every secret. Every strategy. Every system. Every step. Everything you need to unleash the most powerful force in the universe in every single area of your life! This library is not your typical ""greatest hits"" compilation. Joe has specifically organized and structured this information in a very intentional, targeted, and unique way. As he says, ""We're going to get real practical and real spiritual many times right in the same session!"" His goal for this program is to guide you through a complete journey to a life of abundance and fulfillment on every possible level, from the material to the spiritual and everything in between. A journey that will feel as fresh and exciting to his longtime fans and students as it will to those hearing him for the first time. This comprehensive system will empower you with the tools to attract not just some or most of what you want... but all of it. Topics Joe covers include: ",-1.0,267.25,2008.0,3,Personal Development & Self-Help,766.0
2666,Roberto Bolaño,"National Book Critics Circle, Fiction, 2009",4.1,355.5,1406.0,3,Contemporary Fiction (Books),2355.0
13 Steps to Bloody Good Wealth,Ashwin Sanghi,The only way to become wealthy is by being born wealthy. Right? Wrong! ,4.3,319.0,501.0,3,Personal Success,260.0
Naked Money: A Revealing Look at What It Is and Why It Matters,Charles Wheelan,"Consider the $20 bill. It has no more value, as a simple slip of paper, than Monopoly money. Yet even children recognize that tearing one into small pieces is an act of inconceivable stupidity. What makes a $20 bill actually worth $20? ",4.7,87.0,836.0,3,E-Commerce,791.0
Clean - Expanded Edition: The Revolutionary Program to Restore the Body's Natural Ability to Heal Itself,Alejandro Junger,A life-changing medical breakthrough ,4.4,979.5,12356.0,3,Weight Loss Diets,668.0
