Book Name,Author,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes),cleaned_description,cluster
The Places That Scare You: A Guide to Fearlessness in Difficult Times,Pema Chödrön,4.7,612.5,754.0,3,Meditation (Books),267.0,we always choice pema chödrön teach we let circumstance life harden u make u increasingly resentful afraid let soften u make u kinder here pema provides tool deal problem difficulty life throw way this wisdom always available u teach usually block habitual pattern rooted fear beyond fear lie state openheartedness tenderness this audiobook teach u awaken basic goodness connect others accept others complete fault imperfection stay present moment seeing strategy ego cause u resist life,3
Life on the Edge: The Coming of Age of Quantum Biology,Jim Al-Khalili,4.5,449.5,820.0,2,Biology Books,760.0,life extraordinary phenomenon known universe work even age cloning synthetic biology remarkable truth remains nobody ever made anything living entirely dead material life remains way make life are missing vital ingredient creation,3
Kick Ass with Mel Robbins: Life-Changing Advice from the Author of “The 5 Second Rule”,Mel Robbins,4.3,6.0,1003.0,2,Personal Development & Self-Help,385.0,listener love mel robbins based grassroots viral success the second rule asked make kick as mel robbins available audio audible,3
"How to Listen to and Understand Great Music, 3rd Edition",Robert Greenberg,4.6,11.0,2008.0,429,Music Books,2194.0,great music language unto mean communication unmatched beauty genius and undeniable power move u way enrich life provided understood,3
"Music Theory: How to Understand and Learn Music for Guitar, Piano and Others Musical Instruments",Woody Morgan,3.4,13.0,668.0,3,Textbooks & Study Guides,326.0,learn music theory day less,3
33 Strategies of War,Robert Greene,4.2,4.0,820.0,718,ess & Economics,1650.0,strategy war comprehensive guide subtle social game everyday life informed ingenious effective military principle war it conflict contemporary companion sun tzu the art war abundantly illustrated example history including folly genius everyone napoleon margaret thatcher hannibal ulysses grant movie mogul samurai swordsman,3
Summary of The 48 Laws of Power,Book Avenue,-1.0,267.25,233.0,2,"Literary Theory, History & Criticism",73.0,note this summary the law power original book this summary endorsed affiliated robert greene,3
The Z Factor: My Journey as the Wrong Man at the Right Time,Subhash Chandra,4.5,190.0,668.0,1,Biographies & Autobiographies (Books),509.0,the pioneer way top subhash chandra promoter group unlikely mogul hailing small town haryana family ran grain mill chandra perennial outsider repeatedly aiming high breaking business considered interloper starting work teen pay family debt chandra rely bluff gumption sheer hard toil turn thing around a little bit luck political patronage saw make fortune rice export erstwhile ussr,3
Jack: Straight from the Gut,Jack Welch,4.4,213.0,469.0,1,Analysis & Strategy,837.0,in anecdotal detail humor jack welch give u people shaped life notably irish mother big hit big miss characterized career starting ge engineer earning jack learned need getting pile first raise everyone else he stayed corporate bureaucracy running billion collection ge business sweater blue jean hilton pittsfield massachusetts,3
Legal Eagles: Stories of the Top Seven Indian Lawyers,Indu Bhan,4.1,136.5,879.0,3,Literary Essays,446.0,indian judicial system garnered worldwide fame historical remarkable judgement hard work judge lawyer rarely catch glaze common public legal eagle try bridge gap,3
The Story of Philosophy: The Lives and Opinions of the Greater Philosophers,Will Durant,4.5,504.5,1054.0,675,Textbooks & Study Guides,1167.0,the product year research the story philosophy endlessly inspiring instructive chronicle world greatest thinker socrates santayana written exacting scrupulous scholarship designed command respect educator capture interest layman,2
Feminism Is for Everybody: Passionate Politics,bell hooks,4.4,182.0,501.0,2,Women's Studies,269.0,what feminism,3
"Trust No One: The 39 Clues: Cahills vs. Vespers, Book 5",Linda Sue Park,4.7,144.5,586.0,3,gs for Children,281.0,a surprising twist brings amy dan back new england first mission soil since beginning clue hunt but close home anything comfort the sibling learned mole cahill organization and traitor one closest confidante however betrayal overshadowed amy dan make even devastating discovery truth vesper real plan burdened terrifying information amy dan forced ask impossible question is important save hostage stop vesper,3
Chakra Clearing: A Morning and Evening Meditation to Awaken Your Spiritual Power,Doreen Virtue Ph.D.,-1.0,267.25,257.0,3,Personal Success,45.0,the program start morning meditation designed begin day bright positive energy frequency surround healing light the relaxing evening meditation follows clear away energy may absorbed day invite angel enter dream give divine message,3
Marriage for One,Ella Maise,4.4,127.0,1003.0,2,Romance (Books),948.0,jack i everything backward the day lured office also first day met proposed you think guy looked like bit cold maybe still striking unattainable would ask love life marry right you think must madly love,3
Pretty Reckless,L.J. Shen,4.7,588.0,836.0,2,Romance (Books),655.0,we supposed best friend,3
The Richest Engineer: Mastering the Art of Wealth Creation,Abhishek Kumar,4.5,134.0,668.0,713,Personal Development & Self-Help,381.0,a story unravel secret rich,2
10 Essential Success Mantras from the Bhagavad Gita (Rupa Quick Reads),Vimla Patil,4.2,45.0,233.0,3,Leadership,26.0,for thousand year bhagavad gita inspired million saint leader scientist philosopher ordinary people around world in quick read vimla patil draw valuable success mantra philosophical text sure take life next level,3
The Innocent Man,John Grisham,4.3,2033.5,615.0,3,True Accounts (Books),353.0,in baseball draft first player chosen oklahoma ron williamson when signed oakland a said goodbye hometown ada left pursue dream glory six year later back dream broken bad arm bad habit drinking drug woman he began show sign mental illness unable keep job moved mother slept hour day sofa,3
Guide (Hindi Edition),R.K. Narayan,4.6,23.0,668.0,2,"Literary Theory, History & Criticism",522.0,narayan reputation one founding figure indian writing english comprehensive study fiction offer detailed reading novel arguing view seen narayan chronicler authentic indianness john thieme locates fiction term specific south indian context cultural geography intertexts the study also considers effect narayan writing overseas publication novel swami friend the guide the malgudi,3
"Mental Models: 30 Thinking Tools that Separate the Average from the Exceptional: Improved Decision-Making, Logical Analysis, and Problem-Solving",Peter Hollins,4.5,140.5,501.0,2,Personal Development & Self-Help,237.0,thirty practical applicable guideline think smarter faster expert insight even one,3
"Just. You. Wait.: Patience, Contentment, and Hope for the Everyday",Tricia Lott Williford,4.9,22.5,586.0,3,Christian Spiritual Growth,296.0,everybody wait we wait spouse wait baby wait child wait parent we wait clarity direction we wait job promotion new direction we wait hope healing miracle we wait god and misunderstand waiting get confused god waiting one god favorite tool he certain thing heart life relationship wait thing experience opened gift waiting so wait everyone take turn waiting room it long painful fact life shortcut microwave answer god work behind scene invisible way see yet just wait see ready spend waiting well because opportunity come want spend time bench when wait well say look world i getting ready shine just in audiobook tricia discusses joy hidden discipline waiting practice believing god working behalf even work his hand hard find,3
Super Pumped: The Battle for Uber,Mike Isaac,4.6,318.0,1171.0,2,Industries,772.0,a new york time technology correspondent present dramatic rise fall uber set rapid upheaval silicon valley mobile era,2
The Beginner's Guide to Stoicism: Tools for Emotional Resilience & Positivity,Matthew J. Van Natta,4.6,229.5,501.0,3,Ethics & Morality Philosophy,187.0,optimize joy overcome obstacle discover calm stoicism,3
The Wealth of Nations,Adam Smith,4.6,236.0,2185.5,1,Theory & Philosophy,2518.0,the wealth nation first published first book modern political economy still provides foundation study discipline an enquiry nature cause wealth nation give full title immediate best seller since rightfully claimed place western intellectual canon it author adam smith one brightest star scottish enlightenment,3
The Wealth of Nations,Adam Smith,4.5,458.5,1524.0,3,United States History (Books),2203.0,the foundation modern economic thought political economy the wealth nation magnum opus scottish economist adam smith introduces world idea economics capitalism modern sense word smith detail argument five book,3
The Clash of Civilizations?,Samuel P. Huntington,4.0,91.5,65.0,1,Textbooks & Study Guides,76.0,world politics entering new phase great division among humankind dominating source international conflict cultural,3
Blasphemy: The Trial of Danesh Masih,Osman Haneef,4.9,13.0,668.0,2,"Crime, Thriller & Mystery (Books)",435.0,a christian boy pakistan accused blasphemy crime punishable death haunted tragic past young lawyer named sikander ghaznavi return pakistan many year abroad take defence boy he reach sharpest human right lawyer know woman loved year another man wife a deal unresolved feeling lawyer confront corrupt system town turned prophecy predicts death will save boy or city quetta prejudice inflamed religious extremist consume deliver deadly fate,3
Living with a SEAL: 31 Days Training with the Toughest Man on the Planet,Jesse Itzler,4.7,1848.0,500.0,357,Christianity (Books),318.0,entrepreneur jesse itzler try almost anything he brazenly pretended established artist secure meeting studio head led record deal he convinced bunch successful business executive invest unprecedented business plan turned marquis jet he sincerely offered run race spanx get attention beautiful founder company ended marrying,3
"Queen of Air and Darkness: The Dark Artifices, Book 3 (A Shadowhunter Novel)",Cassandra Clare,4.7,2104.5,1138.0,2,Children's Literature & Fiction (Books),1824.0,dark secret forbidden love threaten survival shadowhunters cassandra clare queen air darkness final novel number one new york time usa today the dark artifice trilogy queen air darkness shadowhunters novel,2
